Cell id,Area,Perimeter,R_inscribing,R_circumscribing,Convex hull area,Convex hull perimeter,Major axis length,Minor axis length,Centroids
616.0,2086,248,12.083045973594572,41.340053217188775,2346,248,81.6,36.0,"(766.0 , 1463.0)"
617.0,906,130,13.601470508735444,18.788294228055936,931,130,36.7,31.0,"(287.0 , 1444.0)"
618.0,1734,212,13.416407864998739,37.21558813185679,1853,212,73.8,35.0,"(975.0 , 1453.0)"
619.0,1195,158,10.44030650891055,27.730849247724095,1241,158,54.8,28.0,"(1852.0 , 1446.0)"
620.0,2585,254,19.1049731745428,37.57658845611187,2858,254,70.2,59.0,"(116.0 , 1459.0)"
621.0,1460,210,10.770329614269007,37.33630940518894,1584,210,74.2,29.0,"(539.0 , 1467.0)"
622.0,745,116,11.0,18.788294228055936,763,116,36.4,26.0,"(579.0 , 1457.0)"
623.0,1030,140,15.231546211727817,19.924858845171276,1088,140,39.0,36.0,"(681.0 , 1458.0)"
624.0,994,140,13.152946437965905,21.2602916254693,1042,140,40.8,32.0,"(412.0 , 1462.0)"
625.0,1138,148,12.206555615733702,25.059928172283335,1189,148,48.0,34.0,"(1491.0 , 1460.0)"
626.0,1431,176,13.038404810405298,27.018512172212592,1530,176,51.1,36.0,"(1419.0 , 1470.0)"
627.0,1330,162,13.92838827718412,27.65863337187866,1386,162,50.6,37.0,"(45.0 , 1473.0)"
628.0,843,126,11.313708498984761,20.615528128088304,880,126,40.4,30.0,"(1291.0 , 1470.0)"
629.0,2921,272,18.867962264113206,41.23105625617661,3371,270,80.4,61.0,"(1936.0 , 1489.0)"
630.0,1520,176,14.422205101855956,26.248809496813376,1629,176,51.6,39.0,"(1610.0 , 1481.0)"
631.0,1016,144,12.529964086141668,21.93171219946131,1076,144,41.0,34.0,"(470.0 , 1483.0)"
632.0,723,114,12.727922061357855,16.278820596099706,746,114,31.9,31.0,"(1254.0 , 1480.0)"
633.0,1562,176,17.46424919657298,26.476404589747453,1646,176,51.0,40.0,"(350.0 , 1487.0)"
634.0,1278,180,10.44030650891055,28.653097563788805,1466,180,55.0,32.0,"(1399.0 , 1496.0)"
635.0,1629,200,15.0,30.805843601498726,1856,200,57.3,41.0,"(172.0 , 1494.0)"
636.0,2084,206,16.64331697709324,31.064449134018133,2194,206,58.8,49.0,"(1034.0 , 1507.0)"
637.0,1573,176,18.35755975068582,27.202941017470888,1658,176,48.8,49.0,"(1083.0 , 1504.0)"
638.0,2136,220,17.46424919657298,35.510561809129406,2305,220,65.8,43.0,"(1829.0 , 1505.0)"
639.0,998,132,15.0,21.213203435596427,1021,132,41.2,35.0,"(428.0 , 1504.0)"
640.0,1088,148,12.806248474865697,22.67156809750927,1133,148,41.2,36.0,"(582.0 , 1507.0)"
641.0,1693,216,13.0,33.83784863137726,2033,216,60.7,43.0,"(385.0 , 1519.0)"
642.0,1304,170,14.0,26.419689627245813,1402,170,51.9,33.0,"(836.0 , 1510.0)"
643.0,1074,146,13.416407864998739,23.430749027719962,1109,146,46.8,30.0,"(499.0 , 1514.0)"
644.0,1257,174,14.7648230602334,27.018512172212592,1433,172,53.8,35.0,"(1690.0 , 1517.0)"
645.0,1277,154,16.15549442140351,24.186773244895647,1331,154,45.2,36.0,"(1289.0 , 1518.0)"
646.0,1062,144,13.416407864998739,22.47220505424423,1118,144,42.7,33.0,"(144.0 , 1519.0)"
647.0,1075,138,14.866068747318506,22.20360331117452,1119,138,41.4,37.0,"(1468.0 , 1522.0)"
